word,popularity
creep,negative
creeping,negative
creeps,negative
creepy,negative
crept,negative
crescendo,positive
crime,negative
criminal,negative
criminality,negative
cringe,negative
cringed,negative
cringes,negative
cripple,negative
crippled,negative
cripples,negative
crippling,negative
crisis,negative
crisp,positive
crisp,negative
crisper,positive
critic,negative
critical,negative
criticism,negative
criticisms,negative
criticize,negative
criticized,negative
criticizing,negative
critics,negative
critique,positive
cronyism,negative
crook,negative
crooked,negative
crooks,negative
cross,negative
crouching,negative
crowded,negative
crowdedness,negative
crowning,positive
crucial,positive
cruciate,negative
crucifixion,negative
crude,negative
cruel,negative
crueler,negative
cruelest,negative
cruelly,negative
cruelness,negative
cruelties,negative
cruelty,negative
crumble,negative
crumbling,negative
crummy,negative
crumple,negative
crumpled,negative
crumples,negative
crunch,negative
crusade,positive
crusade,negative
crusader,positive
crush,negative
crushed,negative
crushing,negative
crusty,negative
cry,negative
crying,negative
crypt,negative
crystal,positive
cuckold,negative
cuckoo,negative
cuddle,positive
culinary,positive
cull,negative
culmination,positive
culpability,negative
culpable,negative
culprit,negative
cult,negative
cultivate,positive
cultivated,positive
cultivation,positive
culture,positive
cumbersome,negative
cunning,negative
cunning,positive
cunt,negative
cunts,negative
cuplrit,negative
cupping,negative
cur,negative
curable,positive
cure,positive
cure-all,positive
curiosity,positive
curl,positive
curse,negative
cursed,negative
curses,negative
cursing,negative
cursory,negative
curt,negative
cushion,positive
cushy,positive
cuss,negative
cussed,negative
customer,positive
cute,positive
cuteness,positive
cutter,negative
cutters,positive
cutthroat,negative
cutting,negative
cyanide,negative
cyclone,negative
cynical,negative
cynicism,negative
cyst,negative
cytomegalovirus,negative
d*mn,negative
dabbling,negative
daemon,negative
daft,negative
dagger,negative
damage,negative
damaged,negative
damages,negative
damaging,negative
dame,positive
damn,negative
damnable,negative
damnably,negative
damnation,negative
damned,negative
damning,negative
damper,negative
dance,positive
dandruff,negative
dandy,negative
danger,negative
dangerous,negative
dangerousness,negative
danke,positive
danken,positive
daring,positive
daringly,positive
dark,negative
darken,negative
darkened,negative
darker,negative
darkness,negative
darling,positive
dashed,negative
dashing,positive
dastard,negative
dastardly,negative
daughter,positive
daunt,negative
daunting,negative
dauntingly,negative
dauntless,positive
dawdle,negative
dawn,positive
daze,negative
dazed,negative
dazzle,positive
dazzled,positive
dazzling,positive
deactivate,negative
dead,negative
deadbeat,negative
dead-cheap,positive
deadlock,negative
deadly,negative
dead-on,positive
deadweight,negative
deaf,negative
deal,positive
dear,positive
dearth,negative
death,negative
debacle,negative
debase,negative
debasement,negative
debaser,negative
debatable,negative
debate,positive
debauch,negative
debaucher,negative
debauchery,negative
debilitate,negative
debilitating,negative
debility,negative
debris,negative
debt,negative
debtor,negative
debts,negative
decadence,negative
decadent,negative
decay,negative
decayed,negative
deceased,negative
deceit,negative
deceitful,negative
deceitfully,negative
deceitfulness,negative
deceive,negative
deceived,negative
deceiver,negative
deceivers,negative
deceiving,negative
decency,positive
decent,positive
deception,negative
deceptive,negative
deceptively,negative
decisive,positive
decisiveness,positive
declaim,negative
declaratory,positive
declination,negative
decline,negative
declines,negative
declining,negative
decomposition,negative
decrease,negative
decreasing,negative
decrement,negative
decrepit,negative
decrepitude,negative
decry,negative
dedicated,positive
dedication,positive
deduct,negative
deep,negative
deepening,negative
defamation,negative
defamations,negative
defamatory,negative
defame,negative
default,negative
defeat,negative
defeat,positive
defeated,negative
defeated,positive
defeating,positive
defeats,positive
defect,negative
defection,negative
defective,negative
defects,negative
defend,positive
defended,positive
defender,positive
defending,positive
defense,positive
defenseless,negative
defensive,negative
deference,positive
deferral,negative
defiance,negative
defiant,negative
defiantly,negative
deficiencies,negative
deficiency,negative
deficient,negative
deficit,negative
defile,negative
defiler,negative
definite,positive
definitive,positive
definitively,positive
deflate,negative
deflation,negative
deflationary,positive
deform,negative
deformed,negative
deformity,negative
defraud,negative
defrauding,negative
deft,positive
defunct,negative
defy,negative
degeneracy,negative
degenerate,negative
degenerately,negative
degeneration,negative
deginified,positive
degradation,negative
degrade,negative
degrading,negative
degradingly,negative
degree,positive
dehumanization,negative
dehumanize,negative
deign,negative
deject,negative
dejected,negative
dejectedly,negative
dejection,negative
delay,negative
delayed,negative
delaying,negative
delays,negative
delectable,positive
delegate,positive
deleterious,negative
deletion,negative
deliberate,positive
delicacy,positive
delicate,positive
delicious,positive
delight,positive
delighted,positive
delightful,positive
delightfully,positive
delightfulness,positive
delinquency,negative
delinquent,negative
delirious,negative
delirium,negative
deliverance,positive
delivery,positive
delude,negative
deluded,negative
deluge,negative
delusion,negative
delusional,negative
delusions,negative
demand,negative
demanding,negative
demean,negative
demeaning,negative
demented,negative
dementia,negative
demise,negative
democracy,positive
democratic,positive
demolish,negative
demolisher,negative
demolition,negative
demon,negative
demonic,negative
demonize,negative
demonized,negative
demonizes,negative
demonizing,negative
demonstrable,positive
demonstrative,positive
demoralize,negative
demoralized,negative
demoralizing,negative
demoralizingly,negative
denial,negative
denied,negative
denies,negative
denigrate,negative
denounce,negative
dense,negative
dent,negative
dented,negative
dents,negative
denunciate,negative
denunciation,negative
denunciations,negative
deny,negative
denying,negative
departed,negative
departure,negative
dependable,positive
dependably,positive
dependence,negative
dependency,negative
dependent,negative
dependent,positive
deplete,negative
deplorable,negative
deplorably,negative
deplore,negative
deploring,negative
deploringly,negative
deport,negative
deportation,negative
deprave,negative
depraved,negative
depravedly,negative
depravity,negative
deprecate,negative
depreciate,negative
depreciated,negative
depreciation,negative
depress,negative
depressed,negative
depressing,negative
depressingly,negative
depression,negative
depressions,negative
depressive,negative
deprivation,negative
deprive,negative
deprived,negative
depth,positive
deranged,negative
derelict,negative
deride,negative
derision,negative
derisive,negative
derisively,negative
derisiveness,negative
derogation,negative
derogatory,negative
descriptive,positive
desecrate,negative
desecration,negative
desert,negative
deserted,negative
desertion,negative
deserve,positive
deserved,positive
deservedly,positive
deserving,positive
desiccate,negative
desiccated,negative
designer,positive
desirable,positive
desire,positive
desiring,positive
desirous,positive
desist,negative
desititute,negative
desolate,negative
desolately,negative
desolation,negative
despair,negative
despairing,negative
despairingly,negative
desperate,negative
desperately,negative
desperation,negative
despicable,negative
despicably,negative
despise,negative
despised,negative
despite,negative
despoil,negative
despoiler,negative
despondence,negative
despondency,negative
despondent,negative
despondently,negative
despot,negative
despotic,negative
despotism,negative
destabilisation,negative
destains,negative
destination,positive
destined,positive
destinies,positive
destiny,positive
destitute,negative
destitution,negative
destroy,negative
destroyed,negative
destroyer,negative
destroying,negative
destruction,negative
destructive,negative
desultory,negative
detachable,positive
detachment,negative
detain,negative
detainee,negative
detect,positive
detection,positive
detention,negative
deter,negative
deteriorate,negative
deteriorated,negative
deteriorating,negative
deterioration,negative
determination,positive
determined,positive
deterrent,negative
detest,negative
detestable,negative
detestably,negative
detested,negative
detesting,negative
detests,negative
detonate,negative
detract,negative
detracted,negative
detracting,negative
detraction,negative
detracts,negative
detriment,negative
detrimental,negative
detritus,negative
devastate,negative
devastated,negative
devastates,negative
devastating,negative
devastatingly,negative
devastation,negative
develop,positive
deviate,negative
deviation,negative
devil,negative
devilish,negative
devilishly,negative
devilment,negative
devilry,negative
devious,negative
deviously,negative
deviousness,negative
devoid,negative
devolution,negative
devoted,positive
devotee,positive
devotion,positive
devotional,positive
devour,negative
devout,positive
dexterity,positive
dexterous,positive
dexterously,positive
dextrous,positive
diabolic,negative
